image_id,image_name,coco_supercategs,coco_categs,coco_areas,coco_captions
302588,302588.jpg,"['vehicle', 'vehicle', 'vehicle', 'vehicle']","['bus', 'truck', 'car', 'car']","[40933.16505, 76.31910000000033, 193.78130000000033, 20.543099999999992]","['A bus going down a country road ', 'Another school bus is on the road to pick up students.', 'A school bus drives down the long road.', 'A school bus driving down a road during the day.', 'a school bus on a road near trees ']"
303133,303133.jpg,"['indoor', 'animal']","['clock', 'bird']","[55644.6045, 16379.922199999999]","['A large blue clock mounted to the side of a building.', 'A clock with roman numerals on the side of a building.', 'A blue ornamental clock adorned with an eagle is hung on a white columned building.', 'The clock with a bird statue on top is ticking. ', 'There is a clock showing 1:20 on the side of a building.']"
303392,303392.jpg,"['furniture', 'electronic', 'furniture', 'furniture', 'electronic', 'indoor', 'furniture']","['potted plant', 'tv', 'couch', 'dining table', 'remote', 'vase', 'dining table']","[507.2310499999999, 4990.237899999999, 25512.215099999994, 4230.5, 145.84759999999983, 145.79509999999982, 1818.2432999999999]","['a coach and a table in a home living room', 'A table sitting on top of a rug in front of a couch.', 'A living room with a couch, coffee table and a television in it.', 'Nice quaint living room with simple television and couch opposite each other.', 'A living room has a couch, table, area rug, and television in it.']"
303436,303436.jpg,"['vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'outdoor', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'vehicle', 'vehicle', 'vehicle', 'outdoor']","['car', 'car', 'car', 'car', 'bus', 'traffic light', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'car', 'car', 'car', 'traffic light']","[4749.21575, 4710.755049999999, 1018.8981499999998, 766.9204, 63470.74655000001, 5543.455199999991, 397.42965000000044, 483.9765500000011, 618.3798999999997, 769.3089500000002, 877.8777499999999, 374.08324999999996, 898.4420999999998, 171.4531, 87.92375000000028, 1354.1942999999992, 953.5167500000005, 432.33799999999985, 1046.9801500000005, 808.1120000000001]","['Double decker bus on the street near a stop light.', 'A yellow and blue double-decker bus driving in traffic.', 'A double decker bus on a road in the United Kingdom. ', 'a double deckered bus on a city street', 'A yellow double decker bus comes down the street.']"
303637,303637.jpg,"['vehicle', 'person']","['airplane', 'person']","[42363.59175, 261.7539999999998]","['A military jet fighter plane coming in to land', 'Military plane is being flown by a pilot', 'A fighter jet in midair with landing gear down.', 'A jet fighter flying through a cloudy sky.', 'A fighter plane flies by as it holds onto some missles']"
304092,304092.jpg,"['animal', 'animal', 'animal', 'animal']","['elephant', 'elephant', 'elephant', 'elephant']","[10616.769149999996, 7421.908350000002, 15581.400399999997, 6324.743599999998]","['A herd of elephants is standing in tall grass', 'A pack of elephants are walking through the terrain.', 'A herd of elephants grazes in a field of dry grass.', 'a group of elephants in a field of tall grass', 'a group of elephants standing in a tall straw field with trees.']"
304187,304187.jpg,"['person', 'sports']","['person', 'skis']","[5255.294800000002, 182.11229999999983]","['A skier slowly descends down a hill in the wintertime.', 'A single skier skiing through an area with snow and trees.', 'A woman cross country skiing through some trees.', 'A woman is skiing near a bunch of trees. ', 'A woman riding skis down a snow filled trail.']"
304627,304627.jpg,"['vehicle', 'sports', 'furniture']","['bicycle', 'surfboard', 'chair']","[3949.321849999999, 31893.818499999994, 2256.09385]","['A surfboard leaning on a wall near some stairs and a door.', 'A yellow and orange surfboard sitting up against a white wall.', 'A surfboard that is propped up against a wall.', 'an orange and yellow surf board is laid up against the wall', 'A yellow surfboard is leaning against a white wall. ']"
305685,305685.jpg,"['accessory', 'furniture', 'furniture', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'person', 'person', 'person', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'furniture', 'furniture', 'furniture', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'person', 'accessory', 'accessory', 'accessory', 'accessory', 'kitchen', 'furniture', 'person', 'furniture', 'person', 'kitchen']","['tie', 'chair', 'dining table', 'cup', 'cup', 'cup', 'cup', 'bowl', 'bowl', 'person', 'person', 'person', 'cup', 'cup', 'cup', 'cup', 'cup', 'chair', 'chair', 'chair', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'cup', 'cup', 'cup', 'bowl', 'person', 'tie', 'tie', 'tie', 'tie', 'cup', 'chair', 'person', 'couch', 'person', 'cup']","[62.49634999999998, 619.4745500000004, 54251.23515, 221.92100000000002, 336.7272999999996, 280.7088500000001, 725.4790499999999, 426.6223500000003, 125.7829499999994, 5826.268250000003, 28589.52265, 1784.305199999999, 206.2261000000001, 102.28354999999996, 199.8059, 195.5822999999996, 58.87154999999996, 2297.2410999999993, 159.40444999999994, 423.3484500000008, 5931.140549999999, 2788.5421999999994, 37710.81999999999, 1474.5199499999999, 2349.0450500000015, 14667.568449999995, 1143.8553000000004, 1016.9462499999998, 74.67975000000008, 145.76180000000028, 231.40720000000056, 40.166099999999965, 1205.5034000000005, 66.79620000000003, 268.28104999999994, 315.2137999999999, 11.867899999999906, 292.5387999999999, 1174.6267500000001, 4468.497850000002, 1217.5421999999999, 12152, 2435]","['these men are having a meeting with cofee', 'A large group of people sitting at a table.', 'A group of people sitting at a table talking. ', 'a group of people sit around a big table ', 'A group of people that are sitting around a table.']"
306031,306031.jpg,"['furniture', 'appliance', 'kitchen', 'kitchen']","['toilet', 'sink', 'bowl', 'bottle']","[23251.936900000004, 9591.837049999998, 605.6379499999997, 478.2873500000002]","['A bathroom with a vanity mirror sitting above a toilet next to a bathtub.', 'A bathroom with a wooden ceiling and white shower curtain', 'An empty bathroom with sink, toilet, medicine cabinet and shower.', 'The shower curtain in the small bathroom is closed.', 'This bathroom has a wood ceiling and beige toilet and sink']"
306249,306249.jpg,"['furniture', 'electronic', 'furniture', 'furniture', 'furniture', 'furniture', 'furniture', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'indoor', 'kitchen']","['potted plant', 'tv', 'chair', 'chair', 'chair', 'couch', 'dining table', 'wine glass', 'bowl', 'bowl', 'bowl', 'bowl', 'wine glass', 'vase', 'wine glass']","[6368.572099999999, 1666.230399999999, 14954.426249999997, 7485.002600000003, 3569.6111499999997, 12380.170750000001, 26332.187900000004, 633.435100000001, 950.0353499999997, 652.1396999999998, 537.9300000000005, 336.4959999999999, 1018.3412500000001, 3162.3419500000014, 362.51510000000025]","['White chairs sit around a polished wood dining table while a sectional sofa sits in the background.', 'A modern chic apartment is displayed with white and blue decor.', 'The kitchen table sits on a hardwood floor near a gigantic mirror.', 'A modern kitchen and living room complete with couches and chairs.', 'a table with many chairs around a couch with windows']"
306988,306988.jpg,"['animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'outdoor', 'accessory', 'accessory', 'accessory', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'accessory', 'furniture', 'furniture', 'furniture', 'furniture', 'person', 'person', 'person', 'person', 'person', 'animal', 'accessory', 'furniture', 'furniture', 'furniture', 'furniture', 'person']","['bird', 'bird', 'bird', 'bird', 'bird', 'bird', 'bench', 'backpack', 'handbag', 'handbag', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'backpack', 'chair', 'chair', 'chair', 'chair', 'person', 'person', 'person', 'person', 'person', 'bird', 'handbag', 'chair', 'chair', 'chair', 'chair', 'person']","[3.361600000000045, 4.93330000000004, 4.765000000000004, 4.657600000000011, 3.0906500000000077, 16.994699999999963, 1864.2939999999999, 159.00879999999975, 692.6337499999996, 148.4034500000002, 882.27925, 3881.0016999999993, 87.64529999999993, 72.6922999999999, 93.90799999999962, 1611.5599499999994, 767.6888, 47.09089999999994, 199.6513999999997, 171.08435000000034, 250.43065000000013, 418.1613499999991, 139.2802000000002, 41.18095000000016, 42.70994999999998, 46.78865000000009, 89.84384999999953, 5.69185000000007, 8.755150000000002, 377.1848000000003, 122.10124999999897, 160.42910000000046, 177.0457000000001, 57.21054999999993]","['A woman with a large, brown purse walks down a path while two people sit on a bench.', 'People walking and sitting along a road dividing a green park and a cemetery.', 'A group of people walking down a small walkway.', 'A girl walking on a path near a person on a bench.', 'Young lady walking down a path on the right is a couple setting on a park bench.']"
308950,308950.jpg,"['indoor', 'indoor']","['clock', 'clock']","[879.1809500000002, 275.3788499999995]","['A clock tower that is outdoors somewhere during a sunny day.', 'A tall clock tower on a lush green field next to a river.', 'A clock tower stand close to the lake in a grassy field.', 'A black clock tower on grassy area next to water and mountains.', 'The clock is located near the body of water.']"
309135,309135.jpg,"['animal', 'animal']","['zebra', 'zebra']","[66083.88685, 41234.4332]","['A couple of zebra walking across a grass covered field.', 'An adult and juvenile zebra standing in low grass in a field.', 'two zebra standing on a grassy field side by side', 'An adult and young zebra standing in a field of green grass.', 'A zebra and her baby are grazing in the field.']"
309192,309192.jpg,"['person', 'food']","['person', 'hot dog']","[220104.93720000001, 6839.032950000001]","['A man eating a hot dog on a city sidewalk.', 'A young man is taking a bite of a hot dog.', 'A man with glasses holds a hot dog in his mouth.', 'a close up of a person eating a hot dog', 'A man taking a bite out of a hotdog.']"
310870,310870.jpg,"['animal', 'animal']","['giraffe', 'giraffe']","[43427.34554999999, 22070.895149999997]","['Two giraffes walking next to each other in front of some cliff rocks.', 'Two giraffe standing next to a stone wall.', 'A close up of the heads of two drops.', 'Some animals that are walking around together by some rocks.', 'Two brown and white Giraffes enjoying each others company. ']"
311232,311232.jpg,['vehicle'],['train'],[92590.33035],"['A large train is traveling down the train tracks.', 'A small train is seen coming down the tracks.', 'A red and black train engine traveling past a forest.', 'An antique steam locomotive hauling passenger cars down the tracks.', 'A train that is sitting on the train tracks near gravel.']"
312003,312003.jpg,"['vehicle', 'outdoor', 'person', 'vehicle', 'vehicle', 'outdoor', 'outdoor', 'outdoor']","['truck', 'parking meter', 'person', 'car', 'car', 'fire hydrant', 'parking meter', 'stop sign']","[15799.6262, 4349.6624, 63021.087349999994, 1280.7696500000004, 556.1135, 137.97539999999998, 209.88559999999924, 270.2886499999997]","['A man standing in front of a parking meter about to put money in it.', 'An obese man puts change into a parking meter.', 'A man is putting change in to the parking meter', 'This man is putting coins in a meter', 'Man standing in front of a parking meter holding a folder.']"
312536,312536.jpg,"['food', 'food', 'food']","['donut', 'donut', 'donut']","[42698.18899999999, 11532.462099999997, 123291.0693]","['a couple of doughnuts that is on a plate', 'Three donuts piled together on a small plate. ', 'A plate of doughnuts sitting on a table. ', 'A white plate topped with three donuts covered in frosting.', 'Various doughnuts on a plate sitting on a table.']"
313480,313480.jpg,"['vehicle', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","['boat', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[4805.031599999994, 2908.1286499999997, 488.7675500000003, 299.9308000000002, 384.6889499999999, 617.3330499999995, 395.42465, 1038.6287499999999, 724.96, 404.2743999999996, 936.4238999999998]","['The person is paddling a boat full of people down a narrow river.', 'A group of people on a boat on a river', 'A group of people is riding a boat on the water.', 'A crowd of people sitting in a boat with paddles traveling down a river.', 'A group of people in a boat in a river ']"
314379,314379.jpg,"['person', 'sports']","['person', 'snowboard']","[14797.05115, 968.1050000000009]","['A man riding a snowboard down a hill.', 'A person skiing down a hill holding ski poles in each hand.', 'The skier leans to the right while navigating the slope.', 'Skier skiing down a hill near a guard rail ', 'A skier on the downhill makes a sharp cut with poles flailing.']"
317061,317061.jpg,"['person', 'sports']","['person', 'skateboard']","[29031.5683, 1967.1348]","['A young man is doing a trick on a skateboard.', 'The skateboarder is riding on the half pipe.', 'A man in a plaid shirt doing skateboard tricks ', 'A man on a skateboard who is performing a trick.', 'There is a skateboarder doing a trick on the ramp']"
317781,317781.jpg,"['animal', 'furniture']","['dog', 'chair']","[26166.586499999998, 157518.49994999994]","['A  dog sitting on a purple folding lawn chair', 'A brown and white dog sitting in a purple and white strip lawn chair.', 'A dog relaxing comfortably in a collapsable chair.', 'A dog sitting in a purple and white striped chair.', 'The dog lies inside a purple and white collapsable chair.']"
318381,318381.jpg,"['food', 'food', 'food']","['pizza', 'pizza', 'pizza']","[76293.0262, 39867.04504999999, 104710.23559999999]","['A pizza sitting on a table, with four slices cut on it.', 'a close up of a pizza on a table ', 'A whole sliced pizza on a cutting board.', 'The thin crust pizza is cut into several sections. ', 'a large pizza is on a wood table']"
318444,318444.jpg,"['person', 'sports', 'sports']","['person', 'snowboard', 'skis']","[4870.49285, 182.35304999999926, 176.9649499999992]","['A skier in a red jacket and yellow helmet going down a hill.', 'a person riding skis on a snowy slope', 'A skier making his way down a steep slope', 'A man partaking in the recreational activity of down hill skiing', 'A person downhill skiing on a clear day.']"
319517,319517.jpg,"['vehicle', 'person', 'person', 'person', 'person', 'vehicle', 'person']","['boat', 'person', 'person', 'person', 'person', 'boat', 'person']","[57216.32285, 2488.0594999999994, 1395.5602499999993, 1016.0232499999998, 1976.3462499999998, 1725.3415000000007, 28475.981000000007]","['a person in red wearing a woven hat on a boat with fruits', 'A woman steering a boat that is filled with pineapples and watermelons.', 'A Vietnamese woman stands on a boat laden with produce.', 'an Asian woman with some vegetables in her boat', 'Woman steering a motorized boat with vegetables in it on small body of water. ']"
320508,320508.jpg,"['outdoor', 'outdoor', 'vehicle', 'outdoor']","['traffic light', 'traffic light', 'car', 'traffic light']","[1059.9122, 1034.4232499999998, 179.45074999999972, 408.4874499999999]","['A stop sign is hanging over the street on a holder.', 'An empty urban intersection with a red light.', 'A photo image of a city street with red stop lights', 'An old stop light at an empty intersection.', 'Traffic signals on an empty city street on red. ']"
320533,320533.jpg,['animal'],['giraffe'],[22234.809300000004],"['A lone giraffe standing by a tree in the wild.', 'A giraffe standing next to a small tree in the open plains ', 'A giraffe standing in a field next to a tree', 'A giraffe stands next to a tree in a grassy area.', 'a giraffe standing next to a tree with more trees in the back ground']"
321902,321902.jpg,"['furniture', 'food']","['dining table', 'pizza']","[252776.5, 145131.9379]","['A pizza sitting on top of a blue plate.', 'Cheese and herb pizza fresh from the oven.', 'A cheese and tomato pizza on a metal serving tray.', 'A plate that has a cooked pizza on it.', 'A homemade pizza being served on a blue plate.']"
322008,322008.jpg,"['furniture', 'kitchen', 'kitchen']","['bed', 'wine glass', 'wine glass']","[64422.77230000001, 290.5688500000001, 357.1208000000004]","['A bedroom with a large bed and cover with two bedroom lamps.', 'The hotel room has a brown print bedspread and drapes to match.', 'A hotel room with bright lamps and a made bed', 'A bedroom area with bed, nightstand and window.', 'A hotel bed room with a bucket on the bed.']"
322246,322246.jpg,"['animal', 'accessory']","['cat', 'suitcase']","[32264.067699999985, 137560.78824999998]","['A cat standing inside of a suitcase that is empty.', 'A light brown cat plays in a luggage bag. ', 'A cat is standing in the luggage sniffing around.', 'A cat sniffs around in a suit case', 'the cat is laying inside a suit case']"
322255,322255.jpg,"['person', 'sports', 'person', 'person', 'person', 'person', 'person', 'person']","['person', 'skateboard', 'person', 'person', 'person', 'person', 'person', 'person']","[23758.590450000007, 10237.516200000004, 28.328600000000137, 30.74345000000025, 13.32964999999985, 32.21919999999971, 8.241199999999905, 23.84300000000022]","['A boy is jumping in the air on his skateboard.', 'The young kid is skateboarding on the ramp. ', 'a young boy skateboarder soaring over a ramp', 'A kid with a skateboard that is jumping in the air.', 'A small boy with a skateboard making a jump off a ramp.']"
323010,323010.jpg,"['person', 'animal']","['person', 'elephant']","[433.5632999999995, 36655.65284999997]","['An elephant stands immobile in its zoo habitat.', 'A large brown elephant standing alone in a grass field.', 'An elephant standing at the edge of his zoo habitat.', 'The elephant is standing at  the edge of the enclosure', 'An elephant standing by a fence surrounded by rocks.']"
323182,323182.jpg,['indoor'],['clock'],[2066.3787000000007],"['A tall tower with a clock on it', 'The building is tall and brown and large.', 'Silver clock sitting on the side of a stone building. ', 'A high brick building with a clock on it.', 'A very tall brick building sitting under a beautiful blue sky.']"
323397,323397.jpg,"['electronic', 'person', 'accessory']","['cell phone', 'person', 'handbag']","[20.512300000000067, 15389.272450000004, 2007.2694500000011]","['THERE IS A WOMAN THAT IS WALKING THE STREET ', 'A woman in a red dress walking down a street.', 'A woman in a pinkish dress walks while looking at her phone.', 'A woman walks by a construction site while texting.', 'A woman in a dress is walking checking a cell phone.']"
323970,323970.jpg,['animal'],['giraffe'],[83451.22125],"['A giraffe stretching his long neck towards the grass', 'A giraffe stretches its neck down in the sunlight. ', 'There is a giraffe in the wild leaning towards the grass', 'an image of a giraffe grazing nearby in the forest', 'A giraffe standing on a lush green field of grass.']"
325710,325710.jpg,"['person', 'food', 'vehicle', 'food', 'food', 'food', 'person', 'person', 'person', 'person', 'food', 'vehicle', 'person', 'person']","['person', 'cake', 'car', 'pizza', 'pizza', 'pizza', 'person', 'person', 'person', 'person', 'cake', 'car', 'person', 'person']","[4374.868350000002, 2349.1386500000017, 132.58785000000003, 2229.4094499999987, 169.91445000000022, 152.1507999999999, 275.0325500000002, 210.38285000000033, 220.11164999999997, 174.57565, 67.96345000000005, 46.807749999999984, 95221.21514999999, 26626.362849999998]","['A group of young men sitting on concrete ledge eating pizza.', 'a close up of a person eating a slice of pizza outdoors', 'A bunch of men eating outside during the day.', 'Several men sitting outside eating pizza off paper plates together.', 'There is a man holding a slice of pizza']"
327191,327191.jpg,['appliance'],['sink'],[3209.4503000000013],"['A clean bathroom sink and shower with lights on.', 'A BATHROOM WITH GLASS DOORS ON THE SHOWER', 'The bathroom is clean and ready to use. ', 'White bathroom with a large glass covering to the shower. ', 'a bathroom with a sink and shower inside of it ']"
328454,328454.jpg,"['animal', 'animal']","['giraffe', 'giraffe']","[9188.656149999992, 1642.6180499999994]","['A giraffe walking past some tall trees on some grass', 'The two giraffes are walking together by the trees.', 'A giraffe walking alongside a wooded area with a tree.', 'A single giraffe that is walking in a field.', 'a couple giraffes walking through a fielded area ']"
328628,328628.jpg,"['sports', 'person', 'person', 'sports', 'sports']","['sports ball', 'person', 'person', 'tennis racket', 'tennis racket']","[28.166949999999925, 349.8794499999999, 4102.8241499999995, 429.28515, 40.083749999999846]","['a tennis player on a court with a racket ', 'a lady that is standing up in a tennis court', 'Two people stand on either side of a tennis net.', 'Female tennis play waiting to hit in flight ball.', 'A woman with a tennis racket on a tennis court. ']"
329641,329641.jpg,['animal'],['cat'],[68074.7149],"['A cat laying next to a pair of black shoes.', 'The cat is laying next to a pair of boots.', 'Cat sits near a pair of black shoes', 'A cat is resting next to a pair of boots.', 'A cat lying on the floor next to a pair of boots.']"
330084,330084.jpg,['animal'],['bear'],[23765.130350000003],"['A polar bear is swimming in the water. ', 'A large white polar bear swimming in an enclosure.', 'Polar bear swimming through river looking at camera.', 'A bear that is sitting under the water.', 'Polar bear enjoying a swim in rocky water pond.']"
330086,330086.jpg,"['person', 'appliance']","['person', 'sink']","[4576.4696, 18420.684250000002]","['The bathroom is all white and has no towels. ', 'A small bathroom with medicine cabinet, sink and tub', 'an all white bathroom scene with the sink and bathtub in frame, the man who takes the pictures reflection in the mirror ', 'A small white bathroom has black accents on the wall.', 'A simple sink, mirror and tub in a bathroom.']"
332261,332261.jpg,"['person', 'sports']","['person', 'surfboard']","[1508.99075, 1126.2778499999986]","['Surfer getting airborne while riding large wave in ocean current.', 'A surfboarder is surfing on a large wave in the ocean.', 'A surfer elegantly cresting a wave on a sunny day', ""The surfer's rides the crest of  a beautiful breaking wave, but he's doing down  !"", 'a surfer in a wet suit is surfing on a white board']"
332448,332448.jpg,['indoor'],['vase'],[24111.7013],"['Some flowers are in water in a glass vase.', 'The flowers are growing in a glass vane.', 'Flowers in a glass vase filled with water on a wooden table.', 'Pale pink flowers in a glass vase on a table.', 'A clear vase with a dozen of tulips in it.']"
332498,332498.jpg,['animal'],['giraffe'],[40658.0219],"['A giraffe standing very tall in a zoo enclosure.', 'A giraffe standing tall in a fenced-in area such as a zoo.', 'A small giraffe standing on top of a patch of dirt.', 'a single giraffe standing by a fench and a tree', 'THERE IS A GIRAFFE THAT IS STANDING IN ITS DEN ']"
332574,332574.jpg,['appliance'],['microwave'],[75047.46819999997],"['A white microwave oven sitting on top of a table.', 'A white colored microwave oven on a small counter top area, under a shelve. ', 'A microwave with the door propped open while sitting on a wooden countertop. ', 'A picture filled with many things all inside.\n', 'There is a microwave that is on the counter top']"
332692,332692.jpg,['animal'],['bear'],[13774.981950000001],"['Brown bear walking around in river looking for fish', 'Bear walking through water with stones and rocks.', 'A small bear in a stream trying to catch some fish.', 'A brown bear is walking through a shallow, rocky, stream.', 'A young grizzly bear is walking in a creek. ']"
332875,332875.jpg,"['kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'furniture', 'person', 'person', 'person', 'person', 'person', 'person', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'appliance', 'indoor', 'person', 'kitchen', 'kitchen', 'kitchen', 'kitchen']","['bottle', 'bottle', 'bottle', 'bottle', 'bottle', 'bottle', 'dining table', 'person', 'person', 'person', 'person', 'person', 'person', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'bowl', 'bowl', 'sink', 'vase', 'person', 'bottle', 'cup', 'wine glass', 'bowl']","[1685.5038499999996, 1508.7040000000009, 1069.3688500000007, 585.0464, 822.2246500000008, 71.79055000000005, 68907.1188, 17761.346699999995, 6847.883100000001, 11041.046149999996, 5270.747450000001, 2563.081349999999, 2014.514849999997, 679.0873499999998, 955.2267999999996, 1109.5307999999998, 205.9454499999999, 316.6176499999996, 121.55494999999975, 12002.465350000002, 615.9522000000002, 6610.4857, 157.64650000000012, 54853.55, 287.7776999999998, 937.6518500000009, 943.6913500000011, 105.80634999999972]","['A crowd of people standing around a wooden bar.', 'A group of people at a wine tasting with a variety of wines.', 'A group of people are at a wine tasting.', 'People standing at a bar, eating appetizers and drinking wine.', 'A group of people looking at a menu at a table.']"
333152,333152.jpg,"['furniture', 'furniture', 'furniture', 'sports', 'sports', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'sports', 'person', 'person', 'sports', 'person', 'person']","['chair', 'chair', 'chair', 'baseball bat', 'baseball glove', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'baseball bat', 'person', 'person', 'baseball bat', 'person', 'person']","[408.99614999999994, 504.2948500000001, 400.2228500000002, 311.4127999999984, 513.9011000000003, 7037.254650000001, 6030.8993500000015, 6940.358799999996, 3802.4834999999994, 3754.3318, 1222.5480499999996, 1810.7294000000004, 1271.3936499999995, 1981.3844499999998, 968.36305, 257.7096000000003, 1935.8902000000003, 1063.0997499999994, 79.96139999999986, 575.4725499999992, 10654]","['The stands full of people at a baseball game behind the hitter, catcher and umpire.  ', 'As a baseball game is happening, people are observing. ', 'The baseball players are playing in the crowded stadium.', 'Batter with hands very high waiting to swing at a pitch', 'A baseball player with his bat raised high above his head.']"
333615,333615.jpg,"['person', 'sports']","['person', 'surfboard']","[5731.620749999999, 4539.96925]","['A young surfer surfboarding in the ocean doing tricks', 'A man riding a wave on top of a surfboard.', 'A guy trying to balance on his surf board', 'Man surfing on an ocean wave in the summer time.', 'a male surfer in a wet suit surfing on a white board']"
333629,333629.jpg,"['person', 'sports']","['person', 'snowboard']","[13546.925749999997, 2102.7644500000006]","['a person wearing a snowboard while jumping in the air above the snow ', 'A person on snowboard jumping over a bank of snow.', 'A person doing a jump using a snowboard', 'A snowboarder with a helmet and googles is in mid air. ', 'a person jumping a snow board in the air']"
333654,333654.jpg,"['person', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'person', 'person', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'person', 'vehicle', 'vehicle', 'vehicle', 'vehicle']","['person', 'truck', 'truck', 'truck', 'truck', 'truck', 'person', 'person', 'car', 'car', 'bus', 'truck', 'car', 'car', 'car', 'car', 'car', 'car', 'truck', 'truck', 'truck', 'truck', 'truck', 'car', 'car', 'car', 'car', 'car', 'truck', 'person', 'bus', 'truck', 'truck', 'car']","[23.853050000000078, 295.5403499999999, 569.8702000000002, 366.00630000000064, 288.3677999999998, 133.61409999999987, 59.119549999999926, 29.493399999999983, 306.53405000000043, 293.6390499999998, 210.83505000000005, 361.40294999999907, 175.42139999999992, 232.09285000000065, 247.12379999999973, 276.8036999999997, 169.79274999999987, 180.59119999999967, 500.86875000000015, 123.53260000000017, 94.70220000000002, 439.0482000000001, 365.35075, 341.9897999999998, 52.720900000000086, 74.47840000000024, 167.56984999999997, 83.85675000000018, 116.70670000000038, 30.60229999999978, 1421.9877499999998, 85.03375, 3441, 32201]","['Busy road in the middle of a very large scale city.', 'A busy freeway with several cars and a bridge crossing over it.', 'A city highway that is almost full of traffic.', 'some cars a road a bridge buildings and trees', 'a highway full of traffic outside a city ']"
334011,334011.jpg,"['animal', 'person', 'person']","['horse', 'person', 'person']","[29484.88175000002, 15687.73365, 12172.285200000008]","['Man and woman exchanging words on stage with horse ', 'a knight on a white horse talking to a princess ', 'A man sitting top of a horse thats next to a woman.', 'A maiden talks to a man on a horse.', 'a person that is riding around on a horse']"
334048,334048.jpg,['animal'],['giraffe'],[14633.39125],"['A giraffe on the plains with a mountain in the background.', 'A giraffe that is grazing in the open. ', 'A lone giraffe lopes alone a dry plain with a snow-capped mountain in the background.', 'A giraffe walking on a plain with a snow capped mountain behind it.', 'Full grown giraffe walking in an open field.']"
334208,334208.jpg,"['food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food', 'food']","['banana', 'banana', 'banana', 'banana', 'apple', 'orange', 'orange', 'orange', 'orange', 'carrot', 'carrot', 'orange', 'orange', 'orange', 'banana', 'carrot']","[7305.9220000000005, 7634.513950000002, 7444.5302500000025, 5700.535800000001, 8532.3794, 14178.994949999998, 7450.356250000001, 8283.605099999997, 3594.711749999999, 5231.156600000001, 1499.1094999999991, 10423.6086, 8119.1785500000005, 5687.205850000001, 4452.688249999998, 5169.93505]","['A group of fruit and various vegetables including pears, apples, oranges bananas and carrots.', 'Oranges, onions, mangos, apples, bananas, and other fruit on display', 'Fruits and vegetables are laid out on a mat', 'The fruits and vegetables are neatly arranges over the wicker surface.', 'Fruits and vegetables sit on top of a blanket.']"
334772,334772.jpg,"['animal', 'animal']","['zebra', 'zebra']","[64130.60159999997, 8684.879949999997]","['Two zebras walking side by side in an enclosure', 'Two zebras on asphalt street next to grass and water.', 'Two zebras walking along a paved surface in the day.', 'Two zebras that are walking next to each other.', 'Two zebras walking side by side on the ground.']"
335063,335063.jpg,"['person', 'sports']","['person', 'skateboard']","[32161.246399999996, 2604.7575500000016]","['Man on a skateboard wearing helmet and knee pads safety gear.', 'An older man skateboarding in a parking lot.', 'A man riding safety gear while atop a skateboard.', 'An older gentleman riding a skate board through a course of orange cones.', 'A man riding a skateboard through orange cones.']"
335688,335688.jpg,"['electronic', 'furniture', 'electronic', 'electronic', 'kitchen', 'kitchen', 'indoor']","['tv', 'chair', 'mouse', 'keyboard', 'cup', 'cup', 'book']","[12476.818850000001, 24920.259899999997, 473.5157000000002, 5261.103699999997, 1494.9892000000007, 514.6644000000002, 1629.5014000000015]","['A computer that is sitting on top of a desk.', 'A desk with a computer and key board on top of it', 'There is a computer monitor with a graphics program open sitting on a wooden desk.', 'A desk that has a computer on it.', 'a desk top with a computer on it ']"
